Table 1
,,,,,,,,,,,,,,,,,,
id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,
6055,Phil Foden,3,230,1,0.602819554507732,1,0.713503643870354,4,6,0,0,F,Manchester City,1,0.602819554507732,2.30086094141006,1.11893729493022,
6157,Timothy Castagne,3,270,1,0.0558431744575501,0,0,1,0,0,0,D,Leicester,1,0.0558431744575501,0.257970757782459,0.257970757782459,
6345,Jadon Sancho,3,226,1,0.285772353410721,0,0.366393838077784,1,5,0,0,F M,Manchester United,1,0.285772353410721,1.0589085817337,0.692514754831791,
6552,Bryan Mbeumo,3,257,1,0.579019941389561,0,0.601125597953796,7,4,0,0,F,Brentford,1,0.579019941389561,1.70375582575798,0.660412907600403,
6691,Dejan Kulusevski,3,266,1,0.187367796897888,1,0.996206760406494,2,6,0,0,M,Tottenham,1,0.187367796897888,1.57930082082748,0.395726233720779,
6827,Bobby Reid,3,270,1,1.1102486550808,0,0.149276219308376,4,3,1,0,M,Fulham,1,1.1102486550808,1.34995144419372,0.254744267091155,
6837,Ryan Sessegnon,3,140,1,0.744001269340515,0,0,3,0,1,0,D S,Tottenham,1,0.744001269340515,0.784022986888886,0.703085243701935,
6888,William Saliba,3,270,1,0.0810268223285675,0,0,1,0,0,0,D,Arsenal,1,0.0810268223285675,0.656462393701077,0.656462393701077,
7083,Christian Nørgaard,3,248,1,0.295805990695953,0,0.0284720901399851,2,1,0,0,M,Brentford,1,0.295805990695953,1.26102730073035,1.23619236983359,
7166,Mathias Jensen,3,200,1,0.245567336678505,2,0.384764267131686,2,4,0,0,M,Brentford,1,0.245567336678505,0.557717125862837,0.384706072509289,
7420,Miguel Almirón,3,260,1,1.02998515218496,0,0.393485501408577,5,3,0,0,F,Newcastle United,1,1.02998515218496,1.44555828720331,0.172345638275146,
7698,Leandro Trossard,3,244,1,0.720595456659794,0,0.243175320327282,9,4,1,0,D,Brighton,1,0.720595456659794,1.65486405789852,0.771688798442483,
7814,Taiwo Awoniyi,3,162,1,0.721499606966972,0,0.0764736086130142,3,1,0,0,F S,Nottingham Forest,1,0.721499606966972,0.894113168120384,0.0961399488151074,
8067,Reece James,3,270,1,0.56542157381773,0,0.688703805208206,5,5,2,0,D,Chelsea,1,0.56542157381773,1.92882353067398,1.44871591031551,
8291,Daniel Podence,3,241,1,0.610188603401184,0,0.283244207501411,5,6,1,0,F M,Wolverhampton Wanderers,1,0.610188603401184,1.37701112031937,0.550002425909042,
8379,Alexis Mac Allister,3,270,1,0.842639543116093,0,0,6,0,1,0,M,Brighton,0,0.0814706850796938,1.48996420577168,1.4084934592247,
8720,Jack Harrison,3,263,1,0.983487010002136,3,1.29664169251919,2,12,2,0,M,Leeds,1,0.983487010002136,2.71088379621506,0.767589092254639,
8865,Ollie Watkins,3,201,1,0.868299543857575,2,1.16104830987751,4,3,0,0,F S,Aston Villa,1,0.868299543857575,2.30746598728001,0.278118133544922,
9739,Kiernan Dewsbury-Hall,3,254,1,0.0478361491113901,0,0.0542723387479782,2,2,0,0,M,Leicester,1,0.0478361491113901,0.299677576869726,0.259867753833532,
10408,Luis Díaz,3,260,1,1.09231622517109,0,0.00984079111367464,7,1,1,0,F,Liverpool,1,1.09231622517109,1.9002183675766,0.957498222589493,
10715,João Palhinha,3,270,1,0.157754592597485,0,0,3,0,2,0,M,Fulham,1,0.157754592597485,0.136192463338375,0.136192463338375,
10720,Darwin Núñez,2,97,1,2.49590849876404,1,0.491571009159088,9,2,0,1,F S,Liverpool,1,2.49590849876404,3.02428317070007,0.0368035957217217,
10743,Kieffer Moore,3,270,1,0.0787658002227545,0,0.1142398416996,3,2,0,0,F,Bournemouth,1,0.0787658002227545,0.514789424836636,0.349021852016449,
10751,Brenden Aaronson,3,262,1,0.99239724688232,0,0.108892280608416,5,3,1,0,M,Leeds,1,0.99239724688232,1.21477633528411,0.174648508429527,
10760,Brennan Johnson,3,270,1,0.441707462072372,0,0.644615933299065,4,2,1,0,F,Nottingham Forest,1,0.441707462072372,1.21354475617409,0.127221375703812,
10766,Joe Ayodele-Aribo,3,204,1,0.821739744395018,0,0,4,0,1,0,F M S,Southampton,1,0.821739744395018,0.929215162992477,0.10747541859746,
87,Joelinton,3,270,0,0.241065308451653,1,0.506165269762278,3,6,2,0,M,Newcastle United,0,0.241065308451653,1.61686950176954,1.20962502062321,
101,Allan Saint-Maximin,3,257,0,0.577206805348396,2,1.19140099361539,7,6,1,0,F,Newcastle United,0,0.577206805348396,2.60923869162798,0.990888729691505,
181,Bernd Leno,1,90,0,0,0,0,0,0,0,0,GK,Fulham,0,0,0.323742598295212,0.323742598295212,
229,Thiago Alcántara,1,53,0,0,0,0.0613881051540375,0,1,0,0,M,Liverpool,0,0,0.0782658830285072,0.0168777760118246,
332,Joel Matip,1,90,0,0,0,0,0,0,0,0,D,Liverpool,0,0,0.133549347519875,0.133549347519875,
448,Ivan Perisic,3,108,0,0,2,1.20144087076187,0,5,0,0,D S,Tottenham,0,0,0.520966798067093,0.488667249679565,
453,Son Heung-Min,3,250,0,1.05745625495911,1,0.266887581907213,9,5,0,0,M,Tottenham,0,1.05745625495911,1.57755443453789,0.413008734583855,
458,Steve Cook,2,98,0,0,0,0,0,0,0,0,D S,Nottingham Forest,0,0,0.0518025085330009,0.0518025085330009,
463,Junior Stanislas,2,24,0,0.0267488770186901,0,0,1,0,0,0,S,Bournemouth,0,0.0267488770186901,0.0267488770186901,0.0267488770186901,
473,Danny Ward,3,270,0,0,0,0,0,0,0,0,GK,Leicester,0,0,0.156052775681019,0.156052775681019,
482,Roberto Firmino,2,143,0,0.0172583013772964,0,0.0704152882099152,1,1,0,0,F,Liverpool,0,0.0172583013772964,0.857901459559798,0.857901459559798,
486,Adam Lallana,3,210,0,0.510406792163849,0,0.226799383759499,2,4,0,0,M,Brighton,0,0.510406792163849,0.818055436015129,0.138063281774521,
488,Philippe Coutinho,3,163,0,0.12515427544713,0,0.0365831591188908,5,1,1,0,F M S,Aston Villa,0,0.12515427544713,0.275902427732945,0.177077181637287,
489,James Milner,3,169,0,0.235772088170052,1,0.719022892415524,3,3,0,0,M S,Liverpool,0,0.235772088170052,1.481036670506,0.757913433015347,
500,Alex Iwobi,3,270,0,0.0250865966081619,0,0.411820001900196,1,8,1,0,M,Everton,0,0.0250865966081619,0.567752502858639,0.196201387792826,
501,Danny Welbeck,3,270,0,0.482833161950111,1,0.694470640271902,6,5,0,0,F,Brighton,0,0.482833161950111,1.70770776644349,0.59972121566534,
508,Calum Chambers,1,1,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0,0,
510,Joel Ward,2,180,0,0,0,0,0,1,1,0,D,Crystal Palace,0,0,0.433255031704903,0.433255031704903,
531,Michail Antonio,3,210,0,0.335870198905468,0,0.0804364681243897,4,3,0,0,F,West Ham,0,0.335870198905468,0.305528312921524,0,
532,Cheikhou Kouyaté,1,5,0,0,0,0,0,0,0,0,S,Nottingham Forest,0,0,0.0786510482430458,0.0786510482430458,
534,Aaron Cresswell,3,270,0,0.118595890700817,0,0.53787462413311,2,8,1,0,D,West Ham,0,0.118595890700817,0.397092811763287,0.350838534533978,
535,Manuel Lanzini,3,92,0,0.044208325445652,0,0,2,0,0,0,M S,West Ham,0,0.044208325445652,0.0700700357556343,0.0258617103099823,
546,David de Gea,3,270,0,0,0,0,0,0,0,0,GK,Manchester United,0,0,0.29650840908289,0.29650840908289,
553,Anthony Martial,1,43,0,0,1,0.506554543972015,0,2,0,0,S,Manchester United,0,0,0.555899560451508,0.049345001578331,
558,Jesse Lingard,3,265,0,0.206179231405258,0,0.120360871776938,2,4,0,0,M,Nottingham Forest,0,0.206179231405258,0.459632232785225,0.211089033633471,
579,Nathan Aké,3,200,0,0.0970824705436826,0,0,3,0,0,0,D,Manchester City,0,0.0970824705436826,1.60806754231453,1.60806754231453,
586,John Stones,2,112,0,0,0,0,0,0,1,0,D S,Manchester City,0,0,0.174877896904945,0.174877896904945,
603,Nathaniel Clyne,2,180,0,0,0,0.0640330836176872,0,1,1,0,D,Crystal Palace,0,0,0.814967066049576,0.814967066049576,
605,Jordan Henderson,3,174,0,0.0882578901946545,0,0.632109029218555,3,4,0,0,M S,Liverpool,0,0.0882578901946545,1.55909503996372,0.861401241272688,
618,Raheem Sterling,3,266,0,0.847844988107681,1,0.681549929082394,6,5,1,0,F,Chelsea,0,0.847844988107681,1.74473330378532,0.243188742548227,
620,Kelechi Iheanacho,2,29,0,0.0404197871685028,1,0.209021434187889,1,3,0,0,S,Leicester,0,0.0404197871685028,0.169906571507454,0,
631,Ashley Young,1,1,0,0,0,0,0,0,1,0,S,Aston Villa,0,0,0,0,
637,Hugo Lloris,3,270,0,0,0,0,0,0,0,0,GK,Tottenham,0,0,0.882495285943151,0.882495285943151,
638,Kyle Walker,3,266,0,0,0,0.0226805992424488,0,1,0,0,D,Manchester City,0,0,1.73593550920486,1.71325491368771,
645,Dele Alli,2,26,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0,
646,Christian Eriksen,3,267,0,0.653440766036511,0,0.139617130160332,7,3,0,0,F M,Manchester United,0,0.653440766036511,1.66262301802635,0.936877883970738,
660,Ben Davies,3,268,0,0.0874574854969978,1,0.0366338640451431,2,2,0,0,D,Tottenham,0,0.0874574854969978,1.0217248853296,0.95428130030632,
672,Jordan Ayew,3,228,0,0.254997245967388,0,0.193144351243973,3,4,0,0,F M,Crystal Palace,0,0.254997245967388,0.562350034713745,0.178241513669491,
675,Jack Grealish,2,130,0,0.0606565177440643,0,0.72755666077137,1,4,0,0,F S,Manchester City,0,0.0606565177440643,1.33579221367836,0.566434148699045,
681,César Azpilicueta,3,105,0,0,0,0.25220713019371,0,2,0,0,D S,Chelsea,0,0,1.03090181946754,1.03090181946754,
688,Ruben Loftus-Cheek,3,196,0,0.241201430559158,0,0.259826730936766,3,3,0,0,D S,Chelsea,0,0.241201430559158,1.56235793232918,1.06132976710796,
706,Lukasz Fabianski,3,208,0,0,0,0,0,0,0,0,GK,West Ham,0,0,0.058019433170557,0.058019433170557,
741,Jordan Pickford,3,270,0,0,1,0.244440957903862,0,1,0,0,GK,Everton,0,0,0.535694450139999,0.535694450139999,
750,Riyad Mahrez,2,91,0,0.0797186270356178,0,0.0852567898109555,3,3,0,0,F S,Manchester City,0,0.0797186270356178,0.544615581631661,0.521934971213341,
751,N'Golo Kanté,2,178,0,0.0685983113944531,0,0.186219401657581,2,3,0,0,M,Chelsea,0,0.0685983113944531,1.20959413051605,1.09291338920593,
755,Jamie Vardy,3,230,0,0.0213753022253513,1,0.449764126911759,1,2,0,0,F,Leicester,0,0.0213753022253513,0.529133025556803,0.0579935982823372,
757,Jeffrey Schlupp,3,261,0,0.494633689522743,0,0,4,0,1,0,M,Crystal Palace,0,0.494633689522743,1.23686045408249,1.08086758106947,
759,Daniel Amartey,3,247,0,0.0110978214070201,0,0.0169574692845345,1,1,0,0,D,Leicester,0,0.0110978214070201,0.190551370382309,0.162496075034142,
767,Jack Colback,1,90,0,0,0,0,0,0,0,0,M,Nottingham Forest,0,0,0.0427474603056908,0.0427474603056908,
770,Ayoze Pérez,1,66,0,0.0410361289978027,0,0.0554518438875675,1,1,0,0,M,Leicester,0,0.0410361289978027,0.09648796916008,0.0554518438875675,
782,Ben Chilwell,2,85,0,0,0,0,0,0,0,0,D S,Chelsea,0,0,0.142317265272141,0.142317265272141,
790,Nathan Redmond,1,1,0,0,0,0,0,0,0,0,S,Southampton,0,0,0,0,
807,Jonny Evans,3,270,0,0,0,0,0,0,0,0,D,Leicester,0,0,0.221472691744566,0.221472691744566,
813,Salomón Rondón,2,81,0,0.748305171728134,0,0.126521740108728,3,2,0,0,F S,Everton,0,0.748305171728134,0.927694961428642,0.0528680868446827,
822,Patrick Bamford,2,113,0,0.649488359689713,0,0,4,0,0,0,F,Leeds,0,0.649488359689713,0.649488359689713,0,
825,Adam Smith,3,270,0,0.317424025386572,0,0.0515277273952961,2,2,3,0,D M,Bournemouth,0,0.317424025386572,0.482441332191229,0.113489594310522,
833,Virgil van Dijk,3,270,0,0.00984079111367464,0,0,1,0,0,0,D,Liverpool,0,0.00984079111367464,1.70359796285629,1.69375717639923,
842,Oriol Romeu,1,77,0,0,0,0,0,0,0,0,M,Southampton,0,0,0,0,
884,Matt Targett,1,90,0,0,0,0.076643168926239,0,3,0,0,D,Newcastle United,0,0,0.742763757705689,0.715846121311188,
900,Adama Traoré,2,26,0,0,0,0,0,0,0,0,S,Wolverhampton Wanderers,0,0,0.0172800365835428,0.0172800365835428,
910,Harrison Reed,3,270,0,0.249721102416515,0,0.139771789312363,4,3,1,0,M,Fulham,0,0.249721102416515,0.464681325480342,0.125285722315311,
922,Andreas Pereira,3,268,0,0.227581322193146,1,0.430631149560213,4,7,0,0,M,Fulham,0,0.227581322193146,1.00077172368765,0.784302828833461,
935,Kurt Zouma,3,270,0,0.195884183049202,0,0,3,0,0,0,D,West Ham,0,0.195884183049202,0.0979061685502529,0.0979061685502529,
983,Kevin Mbabu,2,12,0,0,1,0.559538125991821,0,2,1,0,S,Fulham,0,0,0.61142361164093,0.0518855191767216,
985,Mason Holgate,3,253,0,0.278707534074783,0,0.137920174747705,3,2,1,0,D S,Everton,0,0.278707534074783,0.728218242526054,0.590298064053059,
987,Joseph Gomez,2,114,0,0,0,0,0,0,0,0,D S,Liverpool,0,0,0.151811331510544,0.151811331510544,
1006,Luke Shaw,2,140,0,0.0567370615899563,0,0.166988968849182,1,3,1,0,D,Manchester United,0,0.0567370615899563,0.176023326814175,0.0314634963870049,
1024,Tyrone Mings,2,180,0,0,0,0,0,0,0,0,D,Aston Villa,0,0,0.48219421505928,0.48219421505928,
1042,Tom Davies,2,114,0,0.208034202456474,0,0.0514363944530487,3,1,1,0,M S,Everton,0,0.208034202456474,0.317044205963612,0.180766895413399,
1228,Bruno Fernandes,3,270,0,0.618138335645199,0,0.750143748708069,5,5,2,0,M,Manchester United,0,0.618138335645199,2.06625327467918,0.751214161515236,
1234,Dennis Praet,1,23,0,0,0,0,0,0,0,0,S,Leicester,0,0,0.0632487609982491,0.0632487609982491,
1257,Alisson,3,270,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,1.19342136383057,1.19342136383057,
1545,Emil Krafth,1,1,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0,0,
1665,James Tarkowski,3,270,0,0.130749128758907,0,0.287068054080009,3,3,0,0,D,Everton,0,0.130749128758907,0.671587884426117,0.671587884426117,
1679,Dominic Solanke,1,90,0,0.186297401785851,0,0,3,0,0,0,F,Bournemouth,0,0.186297401785851,0.448578536510468,0.262281149625778,
1683,Ryan Fraser,1,7,0,0,0,0.0552302040159702,0,1,0,0,S,Newcastle United,0,0,0.0552302040159702,0.0552302040159702,
1687,Harry Maguire,2,180,0,0.0791661962866783,0,0.0183201842010021,1,1,2,0,D,Manchester United,0,0.0791661962866783,0.511027459055185,0.511027459055185,
1688,Andrew Robertson,3,242,0,0.080319382250309,0,0.182523623108864,1,2,0,0,D,Liverpool,0,0.080319382250309,1.53618535399437,1.45586600899696,
1711,Adam Forshaw,2,28,0,0,0,0,0,0,0,0,S,Leeds,0,0,0,0,
1726,Abdoulaye Doucouré,2,124,0,0.0917132720351219,0,0,2,0,0,0,M,Everton,0,0.0917132720351219,0.169273406267166,0.169273406267166,
1735,Jack Stephens,2,43,0,0,0,0,0,0,0,0,S,Southampton,0,0,0.0452122204005718,0.0452122204005718,
1776,Jarrod Bowen,3,268,0,0.329651650041342,0,0.0773615166544914,5,1,0,0,M,West Ham,0,0.329651650041342,0.364075601100922,0.0735303312540054,
1789,Lewis Cook,3,125,0,0,0,0,0,0,0,0,M S,Bournemouth,0,0,0,0,
1791,Trent Alexander-Arnold,3,270,0,0.163477914407849,0,1.0033455658704,5,8,1,0,D,Liverpool,0,0.163477914407849,3.00122630596161,2.02982848882675,
1801,Pontus Jansson,3,270,0,0,0,0,0,0,0,0,D,Brentford,0,0,0.93616259098053,0.93616259098053,
1823,Lucas Digne,3,270,0,0.14843063801527,0,0.128511648625135,3,3,1,0,D,Aston Villa,0,0.14843063801527,0.824713379144669,0.657433032989502,
2163,Diego Llorente,3,270,0,0.0579668283462524,0,0,2,0,0,0,D,Leeds,0,0.0579668283462524,0.530275411903858,0.530275411903858,
2190,Vicente Guaita,3,270,0,0,0,0,0,0,1,0,GK,Crystal Palace,0,0,0.738879106938839,0.738879106938839,
2245,Raphael Varane,2,130,0,0,0,0.0443237610161305,0,1,1,0,D S,Manchester United,0,0,0.577172577381134,0.577172577381134,
2280,Jonny,3,260,0,0.0666670463979244,0,0,4,0,0,0,D,Wolverhampton Wanderers,0,0.0666670463979244,1.32370142638683,1.2741581350565,
2310,Alphonse Areola,1,62,0,0,0,0,0,0,0,0,S,West Ham,0,0,0.0238326713442802,0.0238326713442802,
2328,Thomas Partey,3,270,0,0.280074745416641,0,0.0576273314654827,4,1,0,0,M,Arsenal,0,0.280074745416641,0.69827039539814,0.632691338658333,
2335,Pablo Fornals,3,226,0,0.0861355327069759,0,0.0855347849428654,3,3,0,0,M,West Ham,0,0.0861355327069759,0.844712007790804,0.763739481568337,
2371,Cristiano Ronaldo,3,128,0,0.309007853269577,0,0.139890938997269,8,4,0,0,F S,Manchester United,0,0.309007853269577,0.566038340330124,0.139813229441643,
2379,João Cancelo,3,270,0,0.0785044245421886,0,0.154906496405602,3,2,2,0,D,Manchester City,0,0.0785044245421886,1.79441741108894,1.68152132630348,
2496,Rodri,3,270,0,0.285234583541751,1,0.54152637720108,7,1,0,0,M,Manchester City,0,0.285234583541751,2.56790748238564,2.49948325753212,
2662,Christian Pulisic,3,43,0,0.115065813064575,0,0,1,0,0,0,S,Chelsea,0,0.115065813064575,0,0,
2674,Thilo Kehrer,1,90,0,0,0,0,0,0,1,0,D,West Ham,0,0,0.0398867353796959,0.0398867353796959,
2958,Oleksandr Zinchenko,3,255,0,0.114458668977022,1,0.587520897388458,3,2,0,0,D,Arsenal,0,0.114458668977022,1.30286517739296,1.18840655684471,
3278,Maxwel Cornet,2,15,0,0,0,0,0,0,0,0,S,West Ham,0,0,0.0258617103099823,0.0258617103099823,
3288,Thiago Silva,3,270,0,0.0133389504626393,0,0.0773603171110153,1,1,0,0,D,Chelsea,0,0.0133389504626393,0.0898945443332195,0.0898945443332195,
3293,Lucas Moura,2,7,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0,0,
3420,Fabinho,3,181,0,0.0777346789836884,0,0.0823690816760063,1,1,0,0,M S,Liverpool,0,0.0777346789836884,1.0819335039705,1.0819335039705,
3422,João Moutinho,1,60,0,0,0,0.145655542612076,0,4,0,0,M,Wolverhampton Wanderers,0,0,0.269729763269424,0.164885431528091,
3585,Said Benrahma,3,196,0,0.201858311891556,0,0.345908641815186,6,4,0,0,M S,West Ham,0,0.201858311891556,0.592299334704876,0.139780446887016,
3697,Odsonne Edouard,3,155,0,0.724354460835457,1,0.0901011750102043,5,1,1,0,F S,Crystal Palace,0,0.724354460835457,0.942540623247623,0.521661207079887,
4105,Raúl Jiménez,1,29,0,0,0,0,0,0,0,0,S,Wolverhampton Wanderers,0,0,0,0,
4381,Mateusz Klich,3,30,0,0,0,0.134039089083672,0,2,0,0,S,Leeds,0,0,0.0967843607068062,0,
4401,Emiliano Martinez,3,270,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,0.138606026768684,0.138606026768684,
4419,Adam Armstrong,3,144,0,0.0515741966664791,1,0.702688753604889,1,1,0,0,F M S,Southampton,0,0.0515741966664791,0.770724561065435,0.719150364398956,
4456,Chris Wood,3,18,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0,0,
5050,Clement Lenglet,1,2,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0,0,
5086,Marc Roca,3,228,0,0.0256666224449873,0,0.0786261614412069,1,2,0,0,M,Leeds,0,0.0256666224449873,0.162003379315138,0.0577105954289436,
5136,Estupiñán,1,25,0,0,0,0.428463131189346,0,2,0,0,S,Brighton,0,0,0.428463131189346,0,
5220,Kai Havertz,3,264,0,0.74414598941803,0,0.139026366174221,5,2,1,0,F M,Chelsea,0,0.74414598941803,1.08755475282669,0.330082893371582,
5221,Leon Bailey,3,167,0,0.12230846658349,1,0.809147644788027,2,4,0,0,F S,Aston Villa,0,0.12230846658349,1.12856884300709,0.197112753987312,
5545,Wilfred Ndidi,3,270,0,0,0,0,0,0,0,0,M,Leicester,0,0,0.249621164053679,0.249621164053679,
5549,Luka Milivojevic,3,28,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0.304919391870499,0.304919391870499,
5552,Nick Pope,3,270,0,0,0,0,0,0,0,0,GK,Newcastle United,0,0,0.788696140050888,0.788696140050888,
5553,Declan Rice,3,270,0,0.844401383772492,0,0.0826915428042412,3,2,1,0,M,West Ham,0,0.0832325462251902,0.442469324916601,0.276545241475105,
5560,Scott McTominay,3,210,0,0.0705735832452774,0,0,1,0,2,0,M S,Manchester United,0,0.0705735832452774,0.771896943449974,0.701323352754116,
5584,Aaron Wan-Bissaka,1,3,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0,
5590,Tosin Adarabioyo,3,270,0,0,0,0,0,0,0,0,D,Fulham,0,0,0.845099151134491,0.845099151134491,
5595,Daniel James,2,133,0,0.0743685886263847,0,0.471601933240891,2,1,0,0,M S,Leeds,0,0.0743685886263847,0.709688425064087,0.163717925548553,
5602,Sam Surridge,2,80,0,0.117727383971214,0,0,2,0,1,0,F S,Nottingham Forest,0,0.117727383971214,0.117727383971214,0,
5603,Aaron Ramsdale,3,270,0,0,0,0,0,0,0,0,GK,Arsenal,0,0,0.313787054270506,0.313787054270506,
5609,Yves Bissouma,3,12,0,0.0619647316634655,0,0.0827826661989093,2,2,1,0,S,Tottenham,0,0.0619647316634655,0.101846165955067,0,
5613,Gabriel,3,270,0,0.109761163592339,0,0,2,0,0,0,D,Arsenal,0,0.109761163592339,0.45569771155715,0.45569771155715,
5646,Cafú,1,3,0,0,0,0,0,0,0,0,S,Nottingham Forest,0,0,0,0,
5682,Gonçalo Guedes,2,113,0,0.200086340308189,0,0.0925646796822548,5,3,0,0,F S,Wolverhampton Wanderers,0,0.200086340308189,0.290716856718063,0.0155797768384218,
